"date","Typhoid_fever","Gastrointestinal_bleeding","Encephalitis","Oral_rehydration_therapy","Abdominal_pain","Fever","Salmonella_enterica_subsp._enterica","Typhoid_vaccine","Bradycardia","Malaise"
"2011-04-26","3688.0","281.0","1881.0","699.0","1809.0","4232.0","0.0","104.0","1980.0","2170.0"
"2011-04-27","3328.0","275.0","1727.0","808.0","1772.0","3988.0","0.0","97.0","1810.0","2151.0"
"2011-04-28","4059.0","252.0","1798.0","871.0","1680.0","3920.0","0.0","128.0","1857.0","2060.0"
"2011-04-29","2764.0","222.0","1455.0","551.0","1437.0","2975.0","0.0","77.0","1431.0","1673.0"
"2011-04-30","2384.0","145.0","1259.0","399.0","1318.0","2685.0","0.0","78.0","1203.0","1395.0"
"2011-05-01","2645.0","184.0","1380.0","533.0","1414.0","3182.0","0.0","61.0","1265.0","1645.0"
"2011-05-02","3262.0","246.0","1707.0","585.0","1686.0","3629.0","0.0","101.0","1695.0","1977.0"
"2011-05-03","3857.0","243.0","1949.0","534.0","1760.0","3790.0","0.0","97.0","1761.0","2132.0"
"2011-05-04","3576.0","273.0","1919.0","592.0","1709.0","3901.0","0.0","151.0","1939.0","2179.0"
"2011-05-05","3673.0","249.0","1810.0","588.0","1817.0","3633.0","0.0","123.0","1794.0","2147.0"
"2011-05-06","3228.0","287.0","1658.0","515.0","1562.0","3341.0","0.0","102.0","1596.0","1946.0"
"2011-05-07","2784.0","163.0","1256.0","497.0","1391.0","2775.0","0.0","74.0","1269.0","1501.0"
"2011-05-08","4701.0","189.0","1422.0","599.0","1482.0","3039.0","0.0","66.0","1324.0","1686.0"
"2011-05-09","3831.0","300.0","1824.0","601.0","1920.0","3700.0","0.0","122.0","1847.0","2250.0"
"2011-05-10","3880.0","310.0","1757.0","620.0","2023.0","3733.0","0.0","143.0","1866.0","2212.0"
"2011-05-11","4001.0","309.0","1787.0","569.0","1778.0","3761.0","0.0","130.0","1896.0","2129.0"
"2011-05-12","4337.0","282.0","1826.0","554.0","1675.0","3698.0","0.0","141.0","1920.0","2110.0"
"2011-05-13","4453.0","236.0","1663.0","439.0","1576.0","3062.0","0.0","120.0","1645.0","1825.0"
"2011-05-14","2850.0","171.0","1212.0","401.0","1271.0","2712.0","0.0","77.0","1171.0","1393.0"
"2011-05-15","2968.0","214.0","1478.0","480.0","1339.0","3350.0","0.0","69.0","1300.0","1645.0"
"2011-05-16","3719.0","271.0","1831.0","557.0","1804.0","3783.0","0.0","107.0","1822.0","2210.0"
"2011-05-17","3695.0","288.0","1791.0","544.0","1868.0","3669.0","0.0","147.0","1866.0","2172.0"
"2011-05-18","3824.0","281.0","1886.0","540.0","1765.0","3670.0","0.0","138.0","1903.0","2139.0"
"2011-05-19","3620.0","279.0","1788.0","497.0","1756.0","3682.0","0.0","140.0","1730.0","2214.0"
"2011-05-20","3075.0","262.0","1608.0","529.0","1708.0","3168.0","0.0","108.0","1628.0","1891.0"
"2011-05-21","2252.0","190.0","1155.0","406.0","1232.0","2509.0","0.0","95.0","1124.0","1315.0"
"2011-05-22","2650.0","187.0","1277.0","502.0","1410.0","3063.0","0.0","82.0","1348.0","1553.0"
"2011-05-23","3537.0","300.0","1922.0","590.0","1986.0","3764.0","0.0","147.0","1828.0","2102.0"
"2011-05-24","3434.0","274.0","1833.0","583.0","1791.0","3602.0","0.0","120.0","1754.0","2091.0"
"2011-05-25","3373.0","318.0","1736.0","509.0","1830.0","3556.0","0.0","126.0","1842.0","1976.0"
"2011-05-26","3229.0","290.0","1654.0","528.0","1711.0","3363.0","0.0","121.0","1701.0","1952.0"
"2011-05-27","2903.0","230.0","1740.0","465.0","1437.0","2839.0","0.0","105.0","1485.0","1625.0"
"2011-05-28","2372.0","149.0","1369.0","437.0","1244.0","2573.0","0.0","79.0","1078.0","1299.0"
"2011-05-29","2385.0","191.0","1316.0","467.0","1256.0","3492.0","0.0","53.0","1197.0","1429.0"
"2011-05-30","3301.0","222.0","1596.0","572.0","1567.0","4049.0","0.0","96.0","1380.0","1657.0"
"2011-05-31","3827.0","279.0","1897.0","605.0","1760.0","4533.0","0.0","148.0","1772.0","2055.0"
"2011-06-01","5142.0","256.0","1779.0","601.0","1611.0","4354.0","0.0","172.0","1621.0","2072.0"
"2011-06-02","3681.0","258.0","1677.0","503.0","1566.0","4042.0","0.0","130.0","1625.0","2073.0"
"2011-06-03","2977.0","246.0","1601.0","474.0","1398.0","3299.0","0.0","115.0","1554.0","1871.0"
"2011-06-04","2540.0","183.0","1447.0","437.0","1368.0","2731.0","0.0","80.0","1249.0","1485.0"
"2011-06-05","2521.0","171.0","1708.0","458.0","1458.0","2898.0","0.0","70.0","1238.0","1517.0"
"2011-06-06","3372.0","255.0","1765.0","543.0","1758.0","3679.0","0.0","124.0","1647.0","2153.0"
"2011-06-07","3254.0","274.0","1687.0","537.0","1709.0","3523.0","0.0","145.0","1688.0","2056.0"
"2011-06-08","3362.0","269.0","1810.0","555.0","1640.0","3839.0","0.0","142.0","1793.0","2024.0"
"2011-06-09","3293.0","302.0","1743.0","549.0","1536.0","3197.0","0.0","109.0","1616.0","2036.0"
"2011-06-10","2917.0","203.0","1478.0","505.0","1449.0","3000.0","0.0","101.0","1555.0","1712.0"
"2011-06-11","2449.0","135.0","1178.0","415.0","1294.0","2649.0","0.0","90.0","1128.0","1351.0"
"2011-06-12","3566.0","178.0","1218.0","485.0","1281.0","2992.0","0.0","67.0","1199.0","1516.0"
"2011-06-13","3420.0","269.0","1640.0","574.0","1846.0","3730.0","0.0","119.0","1812.0","2136.0"
"2011-06-14","2984.0","281.0","1435.0","469.0","1486.0","3312.0","0.0","104.0","22759.0","1809.0"
"2011-06-15","3574.0","328.0","1741.0","522.0","1712.0","3868.0","0.0","125.0","1829.0","2185.0"
"2011-06-16","3012.0","268.0","1643.0","518.0","1582.0","3457.0","0.0","122.0","1653.0","1932.0"
"2011-06-17","2887.0","269.0","1576.0","487.0","1514.0","3170.0","0.0","121.0","1644.0","1772.0"
"2011-06-18","2473.0","143.0","1168.0","423.0","1198.0","2560.0","0.0","76.0","1160.0","1347.0"
"2011-06-19","2609.0","207.0","2207.0","541.0","1492.0","3409.0","0.0","73.0","1313.0","1499.0"
"2011-06-20","3380.0","280.0","2165.0","631.0","1989.0","3797.0","0.0","104.0","1837.0","1952.0"
"2011-06-21","3625.0","296.0","1974.0","607.0","1903.0","3903.0","0.0","145.0","1867.0","2145.0"
"2011-06-22","3520.0","301.0","1868.0","583.0","1951.0","4099.0","0.0","126.0","1916.0","2089.0"
"2011-06-23","3422.0","337.0","2233.0","598.0","1801.0","3892.0","0.0","117.0","1843.0","1972.0"
"2011-06-24","3113.0","264.0","1999.0","479.0","1743.0","3385.0","0.0","103.0","1674.0","1736.0"
"2011-06-25","2606.0","159.0","1192.0","409.0","1272.0","2779.0","0.0","73.0","1230.0","1328.0"
"2011-06-26","2843.0","152.0","1258.0","474.0","1364.0","3102.0","0.0","68.0","1153.0","1459.0"
"2011-06-27","3384.0","286.0","1700.0","549.0","1867.0","3852.0","0.0","111.0","1784.0","2044.0"
"2011-06-28","3516.0","314.0","1819.0","566.0","1855.0","3864.0","0.0","143.0","1726.0","2026.0"
"2011-06-29","3409.0","247.0","1578.0","545.0","1711.0","3712.0","0.0","127.0","1785.0","1945.0"
"2011-06-30","3810.0","244.0","1550.0","475.0","1547.0","3343.0","0.0","126.0","1636.0","1707.0"
"2011-07-01","3027.0","242.0","1360.0","459.0","1380.0","3152.0","0.0","112.0","1524.0","1631.0"
"2011-07-02","2506.0","183.0","1202.0","432.0","1231.0","2899.0","0.0","60.0","1133.0","1264.0"
"2011-07-03","2673.0","173.0","1179.0","409.0","1304.0","2928.0","0.0","76.0","1053.0","1313.0"
"2011-07-04","3547.0","205.0","1427.0","559.0","1581.0","3571.0","0.0","82.0","1380.0","1651.0"
"2011-07-05","3701.0","285.0","1717.0","584.0","1759.0","3755.0","0.0","98.0","1588.0","1811.0"
"2011-07-06","3608.0","330.0","1687.0","584.0","1737.0","3835.0","0.0","111.0","1713.0","2021.0"
"2011-07-07","3440.0","323.0","1686.0","545.0","1637.0","3696.0","0.0","114.0","1728.0","2070.0"
"2011-07-08","3086.0","258.0","1598.0","439.0","1516.0","3314.0","0.0","98.0","1560.0","1892.0"
"2011-07-09","2471.0","169.0","1167.0","383.0","1233.0","2791.0","0.0","55.0","1203.0","1353.0"
"2011-07-10","3406.0","178.0","1343.0","652.0","1349.0","2994.0","0.0","68.0","1116.0","1438.0"
"2011-07-11","4385.0","263.0","1816.0","669.0","1795.0","3820.0","0.0","116.0","1742.0","2106.0"
"2011-07-12","4637.0","277.0","1829.0","592.0","1806.0","3982.0","0.0","152.0","1821.0","2239.0"
"2011-07-13","3523.0","272.0","1704.0","516.0","1724.0","3477.0","0.0","98.0","1669.0","1853.0"
"2011-07-14","3447.0","282.0","1657.0","522.0","1678.0","3453.0","0.0","94.0","1780.0","1922.0"
"2011-07-15","3090.0","234.0","1310.0","459.0","1593.0","3048.0","0.0","89.0","1606.0","2109.0"
"2011-07-16","2670.0","229.0","1252.0","477.0","1113.0","2626.0","0.0","84.0","1069.0","1441.0"
"2011-07-17","3584.0","201.0","1318.0","532.0","1461.0","3003.0","0.0","80.0","1238.0","1491.0"
"2011-07-18","3806.0","310.0","2031.0","650.0","1913.0","4012.0","0.0","122.0","1896.0","2123.0"
"2011-07-19","4758.0","290.0","1887.0","595.0","1649.0","3734.0","0.0","98.0","1829.0","2115.0"
"2011-07-20","4037.0","289.0","1792.0","636.0","1763.0","3828.0","0.0","145.0","1850.0","2155.0"
"2011-07-21","3396.0","289.0","1638.0","632.0","1653.0","3545.0","0.0","119.0","1711.0","1986.0"
"2011-07-22","3258.0","231.0","1550.0","630.0","1641.0","3163.0","0.0","103.0","1635.0","1841.0"
"2011-07-23","2941.0","270.0","1290.0","519.0","1342.0","2653.0","0.0","73.0","1183.0","1419.0"
"2011-07-24","2905.0","371.0","1521.0","495.0","1424.0","2788.0","0.0","67.0","1231.0","1423.0"
"2011-07-25","3949.0","520.0","1723.0","655.0","1832.0","3632.0","0.0","123.0","1851.0","2027.0"
"2011-07-26","3972.0","396.0","1828.0","665.0","1816.0","3952.0","0.0","139.0","2630.0","2080.0"
"2011-07-27","3685.0","374.0","1875.0","717.0","1769.0","3899.0","0.0","153.0","1948.0","2200.0"
"2011-07-28","4162.0","306.0","2023.0","762.0","1802.0","3884.0","0.0","120.0","1897.0","2163.0"
"2011-07-29","3748.0","242.0","2555.0","644.0","1676.0","3410.0","0.0","112.0","1704.0","1830.0"
"2011-07-30","3037.0","180.0","1701.0","487.0","1396.0","2825.0","0.0","60.0","1188.0","1548.0"
"2011-07-31","3019.0","188.0","1489.0","508.0","1431.0","3119.0","0.0","88.0","1278.0","1512.0"
"2011-08-01","3674.0","247.0","1694.0","582.0","1748.0","3499.0","0.0","115.0","1656.0","1897.0"
"2011-08-02","3874.0","341.0","2064.0","595.0","1828.0","3856.0","0.0","152.0","1898.0","2080.0"
"2011-08-03","3754.0","293.0","1908.0","646.0","1740.0","3893.0","0.0","141.0","1863.0","2245.0"
"2011-08-04","4089.0","268.0","1780.0","616.0","1821.0","3880.0","0.0","114.0","1827.0","2155.0"
"2011-08-05","3646.0","234.0","1675.0","549.0","1587.0","3754.0","0.0","115.0","1645.0","1965.0"
"2011-08-06","3755.0","198.0","1424.0","473.0","1269.0","2841.0","0.0","77.0","1269.0","1477.0"
"2011-08-07","3388.0","176.0","1766.0","552.0","1403.0","3022.0","0.0","70.0","1328.0","1684.0"
"2011-08-08","3794.0","311.0","2066.0","652.0","1808.0","3579.0","0.0","114.0","1776.0","2152.0"
"2011-08-09","6017.0","298.0","1736.0","687.0","1701.0","3680.0","0.0","125.0","1785.0","2407.0"
"2011-08-10","3725.0","241.0","1691.0","593.0","1661.0","3425.0","0.0","122.0","1850.0","2429.0"
"2011-08-11","3603.0","288.0","1715.0","500.0","1624.0","3183.0","0.0","113.0","1706.0","2454.0"
"2011-08-12","3194.0","235.0","1757.0","516.0","1404.0","2988.0","0.0","118.0","1565.0","1919.0"
"2011-08-13","2632.0","195.0","1399.0","490.0","1330.0","2736.0","0.0","70.0","1238.0","1751.0"
"2011-08-14","3558.0","172.0","1594.0","443.0","1398.0","2995.0","0.0","77.0","1214.0","1727.0"
"2011-08-15","3159.0","246.0","1774.0","519.0","1658.0","3274.0","0.0","84.0","1591.0","2077.0"
"2011-08-16","3638.0","259.0","1909.0","520.0","1740.0","3606.0","0.0","119.0","1683.0","2156.0"
"2011-08-17","3501.0","247.0","1749.0","503.0","1625.0","3374.0","0.0","108.0","1675.0","2051.0"
"2011-08-18","3085.0","241.0","1708.0","436.0","1441.0","2948.0","0.0","100.0","1525.0","1960.0"
"2011-08-19","3257.0","237.0","1593.0","465.0","1449.0","3077.0","0.0","87.0","1614.0","1990.0"
"2011-08-20","2741.0","199.0","1286.0","430.0","1272.0","2793.0","0.0","68.0","1207.0","1472.0"
"2011-08-21","2721.0","274.0","1304.0","522.0","1348.0","3048.0","0.0","76.0","1251.0","1595.0"
"2011-08-22","3383.0","282.0","1629.0","640.0","1640.0","3419.0","0.0","106.0","1624.0","2047.0"
"2011-08-23","3368.0","289.0","1547.0","638.0","1654.0","3388.0","0.0","84.0","1720.0","2177.0"
"2011-08-24","3066.0","284.0","1536.0","553.0","1473.0","3279.0","0.0","92.0","1629.0","2095.0"
"2011-08-25","3161.0","273.0","1392.0","534.0","1502.0","3302.0","0.0","90.0","1618.0","1944.0"
"2011-08-26","3266.0","210.0","1637.0","486.0","1396.0","3087.0","0.0","79.0","1484.0","1905.0"
"2011-08-27","2641.0","204.0","1185.0","496.0","1212.0","3259.0","0.0","74.0","1163.0","1614.0"
"2011-08-28","2682.0","165.0","1094.0","496.0","1314.0","2934.0","0.0","48.0","1197.0","1587.0"
"2011-08-29","2891.0","212.0","1558.0","502.0","1494.0","3080.0","0.0","83.0","1450.0","1878.0"
"2011-08-30","3172.0","245.0","1436.0","475.0","1569.0","3091.0","0.0","118.0","1580.0","2077.0"
"2011-08-31","3085.0","283.0","1666.0","424.0","1523.0","3149.0","0.0","95.0","1609.0","2120.0"
"2011-09-01","3013.0","233.0","1554.0","813.0","1470.0","3136.0","0.0","73.0","1568.0","2011.0"
"2011-09-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-09-03","2496.0","160.0","1172.0","419.0","1281.0","2540.0","0.0","52.0","1140.0","1498.0"
"2011-09-04","2892.0","171.0","1178.0","526.0","1363.0","2819.0","0.0","62.0","1069.0","1610.0"
"2011-09-05","3040.0","244.0","1282.0","475.0","1459.0","3003.0","0.0","74.0","1225.0","1709.0"
"2011-09-06","3351.0","282.0","1582.0","533.0","1637.0","3401.0","0.0","98.0","1484.0","2096.0"
"2011-09-07","3152.0","266.0","1354.0","570.0","1491.0","3201.0","0.0","102.0","1419.0","1938.0"
"2011-09-08","3298.0","270.0","1471.0","492.0","1539.0","3626.0","0.0","113.0","1522.0","2088.0"
"2011-09-09","3162.0","244.0","1386.0","461.0","1525.0","3415.0","0.0","84.0","1416.0","2126.0"
"2011-09-10","2855.0","179.0","1480.0","480.0","1314.0","3019.0","0.0","77.0","1099.0","1677.0"
"2011-09-11","2760.0","175.0","1429.0","544.0","1409.0","2965.0","0.0","60.0","1145.0","1651.0"
"2011-09-12","3121.0","233.0","2145.0","556.0","1588.0","3591.0","0.0","113.0","1481.0","2117.0"
"2011-09-13","3348.0","252.0","1824.0","526.0","1552.0","3337.0","0.0","102.0","1532.0","2050.0"
"2011-09-14","3480.0","298.0","1797.0","561.0","1602.0","3517.0","0.0","109.0","1602.0","2070.0"
"2011-09-15","3502.0","276.0","1766.0","491.0","1601.0","3504.0","0.0","102.0","1689.0","2181.0"
"2011-09-16","3062.0","283.0","1499.0","422.0","1452.0","3274.0","0.0","103.0","1415.0","2011.0"
"2011-09-17","2815.0","182.0","1345.0","476.0","1316.0","3072.0","0.0","85.0","1224.0","1654.0"
"2011-09-18","2912.0","204.0","1359.0","525.0","1293.0","3032.0","0.0","64.0","1109.0","1539.0"
"2011-09-19","3483.0","295.0","1920.0","612.0","1771.0","3734.0","0.0","111.0","1654.0","2248.0"
"2011-09-20","4316.0","312.0","1551.0","589.0","1630.0","4165.0","0.0","123.0","1618.0","2216.0"
"2011-09-21","3456.0","261.0","1565.0","487.0","1510.0","4537.0","0.0","102.0","1563.0","1973.0"
"2011-09-22","3531.0","276.0","1502.0","575.0","1646.0","3928.0","0.0","99.0","1579.0","1952.0"
"2011-09-23","3207.0","260.0","1512.0","587.0","1413.0","3442.0","0.0","80.0","1448.0","1970.0"
"2011-09-24","3504.0","166.0","1354.0","490.0","1316.0","3269.0","0.0","61.0","1112.0","1731.0"
"2011-09-25","2842.0","218.0","1442.0","554.0","1350.0","3335.0","0.0","69.0","1164.0","1715.0"
"2011-09-26","3517.0","291.0","1670.0","3217.0","1679.0","3892.0","0.0","84.0","1564.0","2125.0"
"2011-09-27","3377.0","317.0","1659.0","607.0","1584.0","3868.0","0.0","87.0","1517.0","2253.0"
"2011-09-28","3628.0","275.0","1760.0","595.0","1618.0","3820.0","0.0","103.0","1566.0","2171.0"
"2011-09-29","3526.0","319.0","2043.0","609.0","1682.0","4332.0","0.0","97.0","1611.0","2323.0"
"2011-09-30","3391.0","286.0","1686.0","555.0","1568.0","4047.0","0.0","97.0","1649.0","2213.0"
"2011-10-01","3004.0","228.0","1577.0","547.0","1555.0","3559.0","0.0","97.0","1313.0","1821.0"
"2011-10-02","2962.0","232.0","1502.0","568.0","1529.0","3769.0","0.0","78.0","1343.0","1921.0"
"2011-10-03","4198.0","349.0","1986.0","690.0","2034.0","4439.0","0.0","127.0","1794.0","2336.0"
"2011-10-04","3849.0","359.0","1856.0","642.0","1948.0","4379.0","0.0","120.0","1938.0","2319.0"
"2011-10-05","4006.0","352.0","1944.0","578.0","1779.0","4318.0","0.0","136.0","1803.0","2400.0"
"2011-10-06","3563.0","344.0","1473.0","592.0","2479.0","3847.0","0.0","112.0","1670.0","2173.0"
"2011-10-07","3738.0","281.0","2286.0","514.0","2036.0","3698.0","0.0","97.0","1580.0","3167.0"
"2011-10-08","2918.0","222.0","2176.0","437.0","1544.0","3161.0","0.0","85.0","1235.0","1525.0"
"2011-10-09","3384.0","220.0","2499.0","543.0","1651.0","3697.0","0.0","84.0","1381.0","1702.0"
"2011-10-10","3846.0","295.0","2028.0","578.0","1973.0","4149.0","0.0","102.0","1742.0","2155.0"
"2011-10-11","4205.0","306.0","2864.0","625.0","1957.0","4246.0","0.0","116.0","1780.0","2278.0"
"2011-10-12","3832.0","319.0","3274.0","662.0","1886.0","4453.0","0.0","146.0","1844.0","2389.0"
"2011-10-13","3847.0","314.0","2583.0","614.0","1891.0","4270.0","0.0","109.0","1806.0","2319.0"
"2011-10-14","3929.0","288.0","2574.0","566.0","1840.0","4066.0","0.0","129.0","1749.0","2262.0"
"2011-10-15","3003.0","184.0","2055.0","422.0","1351.0","3014.0","0.0","103.0","1203.0","1588.0"
"2011-10-16","2962.0","204.0","2168.0","522.0","1436.0","3261.0","0.0","72.0","1311.0","1659.0"
"2011-10-17","4045.0","341.0","2756.0","643.0","1983.0","4489.0","0.0","109.0","1885.0","2401.0"
"2011-10-18","4192.0","377.0","2160.0","619.0","1944.0","4503.0","0.0","133.0","1974.0","2463.0"
"2011-10-19","4260.0","510.0","2241.0","642.0","1805.0","4267.0","0.0","139.0","1817.0","2292.0"
"2011-10-20","0.0","0.0","2889.0","0.0","2032.0","4216.0","0.0","0.0","1749.0","0.0"
"2011-10-21","3519.0","356.0","2673.0","501.0","1729.0","3585.0","0.0","123.0","1532.0","2029.0"
"2011-10-22","2481.0","272.0","2216.0","424.0","1238.0","2765.0","0.0","49.0","1051.0","1310.0"
"2011-10-23","0.0","260.0","1636.0","470.0","1529.0","3388.0","0.0","0.0","1159.0","1693.0"
"2011-10-24","3930.0","374.0","1966.0","616.0","1851.0","4064.0","0.0","120.0","1665.0","2300.0"
"2011-10-25","3418.0","446.0","2490.0","572.0","1790.0","4169.0","0.0","109.0","1718.0","2309.0"
"2011-10-26","3658.0","446.0","2028.0","672.0","1986.0","4662.0","0.0","130.0","2114.0","2646.0"
"2011-10-27","4366.0","406.0","2112.0","697.0","2055.0","4624.0","0.0","140.0","2115.0","2475.0"
"2011-10-28","3727.0","329.0","1871.0","593.0","1754.0","3814.0","0.0","104.0","1663.0","2092.0"
"2011-10-29","2844.0","245.0","1512.0","541.0","1363.0","3248.0","0.0","66.0","1196.0","1593.0"
"2011-10-30","3333.0","247.0","1498.0","635.0","1545.0","3374.0","0.0","88.0","1347.0","1803.0"
"2011-10-31","4138.0","378.0","1891.0","732.0","2218.0","4579.0","0.0","177.0","1913.0","2559.0"
"2011-11-01","3981.0","386.0","1824.0","646.0","2370.0","4904.0","0.0","182.0","1912.0","2576.0"
"2011-11-02","4391.0","355.0","2342.0","681.0","2552.0","5137.0","0.0","148.0","1966.0","2722.0"
"2011-11-03","3960.0","347.0","2074.0","699.0","2553.0","4657.0","0.0","144.0","2007.0","2479.0"
"2011-11-04","3546.0","310.0","1813.0","530.0","2198.0","4216.0","0.0","99.0","1697.0","2153.0"
"2011-11-05","3452.0","215.0","1508.0","456.0","1830.0","3344.0","0.0","85.0","1211.0","1717.0"
"2011-11-06","3435.0","241.0","2025.0","522.0","1940.0","3856.0","0.0","85.0","1463.0","1909.0"
"2011-11-07","4139.0","308.0","2158.0","658.0","2561.0","4534.0","0.0","145.0","1936.0","2732.0"
"2011-11-08","4420.0","403.0","2211.0","872.0","2544.0","4844.0","0.0","187.0","1985.0","2626.0"
"2011-11-09","4478.0","373.0","2314.0","801.0","2465.0","5148.0","0.0","135.0","2032.0","2688.0"
"2011-11-10","4476.0","440.0","2140.0","721.0","2479.0","4780.0","0.0","148.0","2002.0","2582.0"
"2011-11-11","3942.0","265.0","1609.0","573.0","2027.0","3921.0","0.0","123.0","1594.0","2069.0"
"2011-11-12","3138.0","226.0","1374.0","537.0","1816.0","3274.0","0.0","74.0","1279.0","1669.0"
"2011-11-13","3576.0","245.0","1517.0","632.0","2059.0","3983.0","0.0","95.0","1466.0","1946.0"
"2011-11-14","4505.0","374.0","1946.0","744.0","2624.0","5102.0","0.0","157.0","1950.0","2612.0"
"2011-11-15","5033.0","387.0","2234.0","762.0","2543.0","5243.0","0.0","137.0","2075.0","2573.0"
"2011-11-16","5037.0","379.0","2215.0","754.0","2347.0","5282.0","0.0","142.0","1983.0","2489.0"
"2011-11-17","4713.0","395.0","1949.0","745.0","2405.0","4862.0","0.0","157.0","1969.0","2573.0"
"2011-11-18","4041.0","269.0","1693.0","707.0","2051.0","3882.0","0.0","126.0","1569.0","2270.0"
"2011-11-19","3101.0","224.0","1360.0","581.0","1736.0","3427.0","0.0","85.0","1385.0","1911.0"
"2011-11-20","3587.0","230.0","1345.0","800.0","1957.0","3675.0","0.0","85.0","1457.0","1900.0"
"2011-11-21","4637.0","370.0","1956.0","900.0","2494.0","4464.0","0.0","158.0","1874.0","2586.0"
"2011-11-22","4924.0","366.0","2089.0","735.0","2541.0","4867.0","0.0","130.0","1974.0","2678.0"
"2011-11-23","4201.0","354.0","1858.0","621.0","2158.0","4166.0","0.0","136.0","1723.0","2283.0"
"2011-11-24","4258.0","267.0","1546.0","621.0","2023.0","3991.0","0.0","125.0","1451.0","1903.0"
"2011-11-25","3412.0","245.0","1262.0","488.0","1843.0","3392.0","0.0","103.0","1322.0","1811.0"
"2011-11-26","3255.0","200.0","1300.0","516.0","1831.0","3193.0","0.0","82.0","1216.0","1667.0"
"2011-11-27","3632.0","242.0","1325.0","634.0","1993.0","3603.0","0.0","110.0","1348.0","1935.0"
"2011-11-28","4685.0","384.0","1807.0","780.0","2620.0","4904.0","0.0","134.0","2019.0","2744.0"
"2011-11-29","4369.0","360.0","1784.0","713.0","2505.0","4726.0","0.0","162.0","1948.0","2645.0"
"2011-11-30","4157.0","373.0","1789.0","694.0","2404.0","4420.0","0.0","122.0","1852.0","2523.0"
"2011-12-01","4320.0","351.0","1957.0","757.0","2456.0","4490.0","0.0","157.0","1830.0","2671.0"
"2011-12-02","3554.0","259.0","1853.0","533.0","2128.0","3938.0","0.0","122.0","1719.0","2280.0"
"2011-12-03","3057.0","242.0","1584.0","541.0","1772.0","3478.0","0.0","78.0","1251.0","1846.0"
"2011-12-04","3438.0","1564.0","1518.0","667.0","2176.0","3923.0","0.0","90.0","1473.0","1988.0"
"2011-12-05","4073.0","969.0","1918.0","716.0","2709.0","4610.0","0.0","153.0","1862.0","2565.0"
"2011-12-06","4256.0","549.0","1835.0","678.0","2521.0","4869.0","0.0","155.0","1785.0","2475.0"
"2011-12-07","4232.0","440.0","1805.0","832.0","2464.0","4667.0","0.0","156.0","1894.0","2760.0"
"2011-12-08","4130.0","373.0","2076.0","806.0","2446.0","4405.0","0.0","140.0","1751.0","2559.0"
"2011-12-09","3569.0","330.0","1570.0","636.0","2235.0","4688.0","0.0","124.0","1574.0","2141.0"
"2011-12-10","2895.0","230.0","1369.0","530.0","1845.0","3539.0","0.0","94.0","1287.0","1722.0"
"2011-12-11","5094.0","292.0","1467.0","630.0","2009.0","4154.0","0.0","73.0","1380.0","1970.0"
"2011-12-12","4182.0","353.0","1971.0","753.0","2490.0","4777.0","0.0","164.0","1813.0","2535.0"
"2011-12-13","4345.0","358.0","2141.0","696.0","2516.0","4986.0","0.0","140.0","1985.0","2728.0"
"2011-12-14","3893.0","309.0","1963.0","632.0","2324.0","4408.0","0.0","121.0","1948.0","2437.0"
"2011-12-15","3626.0","305.0","1811.0","712.0","2223.0","4252.0","0.0","123.0","1773.0","2252.0"
"2011-12-16","2983.0","243.0","1660.0","495.0","2042.0","3510.0","0.0","115.0","1377.0","1913.0"
"2011-12-17","2571.0","174.0","1458.0","495.0","1656.0","3020.0","0.0","71.0","1026.0","1537.0"
"2011-12-18","3229.0","219.0","1421.0","557.0","1857.0","3409.0","0.0","72.0","1142.0","1598.0"
"2011-12-19","3389.0","479.0","1893.0","690.0","2397.0","4304.0","0.0","113.0","1407.0","1946.0"
"2011-12-20","3380.0","298.0","1736.0","682.0","2226.0","3977.0","0.0","141.0","1397.0","2085.0"
"2011-12-21","3104.0","253.0","1795.0","593.0","2188.0","3791.0","0.0","115.0","1399.0","1904.0"
"2011-12-22","3303.0","280.0","1526.0","544.0","1955.0","3450.0","0.0","128.0","1247.0","1778.0"
"2011-12-23","213.0","11.0","86.0","30.0","87.0","194.0","0.0","5.0","87.0","89.0"
"2011-12-24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-26","873.0","94.0","726.0","261.0","715.0","1248.0","0.0","25.0","404.0","555.0"
"2011-12-27","3067.0","283.0","2290.0","616.0","2178.0","3976.0","0.0","112.0","1234.0","1776.0"
"2011-12-28","3078.0","272.0","2420.0","641.0","2030.0","4113.0","0.0","95.0","1244.0","1880.0"
"2011-12-29","3227.0","284.0","1695.0","574.0","2061.0","3950.0","0.0","103.0","1388.0","1903.0"
"2011-12-30","3123.0","243.0","1735.0","526.0","1915.0","3684.0","0.0","85.0","1187.0","1795.0"
"2011-12-31","2291.0","161.0","1351.0","436.0","1694.0","3244.0","0.0","57.0","918.0","1460.0"
"2012-01-01","2171.0","184.0","1519.0","539.0","1661.0","3030.0","0.0","57.0","922.0","1288.0"
"2012-01-02","3669.0","233.0","1904.0","679.0","2272.0","4176.0","0.0","106.0","1387.0","1977.0"
"2012-01-03","3888.0","263.0","1834.0","708.0","2580.0","4674.0","0.0","155.0","1600.0","2240.0"
